Stream Name,Year,Obs Date,Species,Maturity,Count
Sockeye Ck-Hugh Smit,1967,6/13/1967,Sockeye,Adult,13
Sockeye Ck-Hugh Smit,1967,6/14/1967,Sockeye,Adult,15
Sockeye Ck-Hugh Smit,1967,6/15/1967,Sockeye,Adult,148
Sockeye Ck-Hugh Smit,1967,6/16/1967,Sockeye,Adult,28
Sockeye Ck-Hugh Smit,1967,6/17/1967,Sockeye,Adult,250
Sockeye Ck-Hugh Smit,1967,6/18/1967,Sockeye,Adult,46
Sockeye Ck-Hugh Smit,1967,6/19/1967,Sockeye,Adult,17
Sockeye Ck-Hugh Smit,1967,6/20/1967,Sockeye,Adult,34
Sockeye Ck-Hugh Smit,1967,6/21/1967,Sockeye,Adult,20
Sockeye Ck-Hugh Smit,1967,6/22/1967,Sockeye,Adult,227
Sockeye Ck-Hugh Smit,1967,6/23/1967,Sockeye,Adult,589
Sockeye Ck-Hugh Smit,1967,6/24/1967,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1967,6/25/1967,Sockeye,Adult,8
Sockeye Ck-Hugh Smit,1967,6/26/1967,Sockeye,Adult,2
Sockeye Ck-Hugh Smit,1967,6/27/1967,Sockeye,Adult,26
Sockeye Ck-Hugh Smit,1967,6/28/1967,Sockeye,Adult,1068
Sockeye Ck-Hugh Smit,1967,6/29/1967,Sockeye,Adult,200
Sockeye Ck-Hugh Smit,1967,7/2/1967,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1967,7/3/1967,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1967,7/4/1967,Pink,Adult,1
Sockeye Ck-Hugh Smit,1967,7/4/1967,Sockeye,Adult,33
Sockeye Ck-Hugh Smit,1967,7/5/1967,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1967,7/6/1967,Sockeye,Adult,94
Sockeye Ck-Hugh Smit,1967,7/7/1967,Sockeye,Adult,1086
Sockeye Ck-Hugh Smit,1967,7/8/1967,Sockeye,Adult,275
Sockeye Ck-Hugh Smit,1967,7/9/1967,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1967,7/10/1967,Sockeye,Adult,10
Sockeye Ck-Hugh Smit,1967,7/11/1967,Sockeye,Adult,104
Sockeye Ck-Hugh Smit,1967,7/12/1967,Sockeye,Adult,104
Sockeye Ck-Hugh Smit,1967,7/13/1967,Sockeye,Adult,206
Sockeye Ck-Hugh Smit,1967,7/14/1967,Sockeye,Adult,8
Sockeye Ck-Hugh Smit,1967,7/15/1967,Sockeye,Adult,414
Sockeye Ck-Hugh Smit,1967,7/18/1967,Sockeye,Adult,35
Sockeye Ck-Hugh Smit,1967,7/19/1967,Sockeye,Adult,76
Sockeye Ck-Hugh Smit,1967,7/20/1967,Sockeye,Adult,15
Sockeye Ck-Hugh Smit,1967,7/21/1967,Sockeye,Adult,35
Sockeye Ck-Hugh Smit,1967,7/22/1967,Sockeye,Adult,7
Sockeye Ck-Hugh Smit,1967,7/23/1967,Sockeye,Adult,1
Sockeye Ck-Hugh Smit,1967,7/25/1967,Sockeye,Adult,34
Sockeye Ck-Hugh Smit,1967,7/26/1967,Pink,Adult,1
Sockeye Ck-Hugh Smit,1967,7/26/1967,Sockeye,Adult,20
Sockeye Ck-Hugh Smit,1967,7/27/1967,Sockeye,Adult,14
Sockeye Ck-Hugh Smit,1967,7/28/1967,Sockeye,Adult,886
Sockeye Ck-Hugh Smit,1967,7/29/1967,Sockeye,Adult,56
Sockeye Ck-Hugh Smit,1967,7/30/1967,Pink,Adult,3
Sockeye Ck-Hugh Smit,1967,7/30/1967,Sockeye,Adult,2
Sockeye Ck-Hugh Smit,1967,7/31/1967,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1967,8/1/1967,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1967,8/3/1967,Pink,Adult,5
Sockeye Ck-Hugh Smit,1967,8/3/1967,Sockeye,Adult,20
Sockeye Ck-Hugh Smit,1967,8/4/1967,Pink,Adult,3
Sockeye Ck-Hugh Smit,1967,8/4/1967,Sockeye,Adult,21
Sockeye Ck-Hugh Smit,1967,8/5/1967,Pink,Adult,1
Sockeye Ck-Hugh Smit,1967,8/5/1967,Sockeye,Adult,11
Sockeye Ck-Hugh Smit,1967,8/6/1967,Sockeye,Adult,9
Sockeye Ck-Hugh Smit,1967,8/7/1967,Pink,Adult,1
Sockeye Ck-Hugh Smit,1967,8/7/1967,Sockeye,Adult,18
Sockeye Ck-Hugh Smit,1967,8/8/1967,Sockeye,Adult,9
Sockeye Ck-Hugh Smit,1967,8/9/1967,Chum,Adult,1
Sockeye Ck-Hugh Smit,1967,8/9/1967,Pink,Adult,6
Sockeye Ck-Hugh Smit,1967,8/9/1967,Sockeye,Adult,37
Sockeye Ck-Hugh Smit,1967,8/10/1967,Pink,Adult,10
Sockeye Ck-Hugh Smit,1967,8/10/1967,Sockeye,Adult,53
Sockeye Ck-Hugh Smit,1967,8/11/1967,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1967,8/12/1967,Pink,Adult,1
Sockeye Ck-Hugh Smit,1967,8/13/1967,Pink,Adult,7
Sockeye Ck-Hugh Smit,1967,8/13/1967,Sockeye,Adult,1
Sockeye Ck-Hugh Smit,1967,8/14/1967,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1967,8/16/1967,Pink,Adult,4
Sockeye Ck-Hugh Smit,1967,8/16/1967,Sockeye,Adult,5
Sockeye Ck-Hugh Smit,1967,8/17/1967,Pink,Adult,2
Sockeye Ck-Hugh Smit,1967,8/17/1967,Sockeye,Adult,7
Sockeye Ck-Hugh Smit,1967,8/18/1967,Sockeye,Adult,5
Sockeye Ck-Hugh Smit,1967,8/19/1967,Sockeye,Adult,18
Sockeye Ck-Hugh Smit,1967,8/20/1967,Pink,Adult,14
Sockeye Ck-Hugh Smit,1967,8/20/1967,Sockeye,Adult,14
Sockeye Ck-Hugh Smit,1967,8/21/1967,Pink,Adult,42
Sockeye Ck-Hugh Smit,1967,8/21/1967,Sockeye,Adult,13
Sockeye Ck-Hugh Smit,1967,8/22/1967,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1967,8/23/1967,Pink,Adult,2
Sockeye Ck-Hugh Smit,1967,8/23/1967,Sockeye,Adult,10
Sockeye Ck-Hugh Smit,1967,8/24/1967,Pink,Adult,1
Sockeye Ck-Hugh Smit,1967,8/25/1967,Pink,Adult,2
Sockeye Ck-Hugh Smit,1967,8/25/1967,Sockeye,Adult,75
Sockeye Ck-Hugh Smit,1967,8/27/1967,Pink,Adult,200
Sockeye Ck-Hugh Smit,1967,8/27/1967,Sockeye,Adult,150
Sockeye Ck-Hugh Smit,1967,8/29/1967,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1967,8/30/1967,Pink,Adult,3
Sockeye Ck-Hugh Smit,1967,8/31/1967,Pink,Adult,11
Sockeye Ck-Hugh Smit,1967,8/31/1967,Sockeye,Adult,2
Sockeye Ck-Hugh Smit,1967,9/1/1967,Pink,Adult,25
Sockeye Ck-Hugh Smit,1967,9/1/1967,Sockeye,Adult,2
Sockeye Ck-Hugh Smit,1967,9/2/1967,Pink,Adult,16
Sockeye Ck-Hugh Smit,1967,9/2/1967,Sockeye,Adult,8
Sockeye Ck-Hugh Smit,1967,9/3/1967,Pink,Adult,70
Sockeye Ck-Hugh Smit,1967,9/3/1967,Sockeye,Adult,25
Sockeye Ck-Hugh Smit,1968,6/14/1968,Sockeye,Adult,2
Sockeye Ck-Hugh Smit,1968,6/15/1968,Sockeye,Adult,2
Sockeye Ck-Hugh Smit,1968,6/16/1968,Sockeye,Adult,1
Sockeye Ck-Hugh Smit,1968,6/17/1968,Sockeye,Adult,2
Sockeye Ck-Hugh Smit,1968,6/18/1968,Sockeye,Adult,5
Sockeye Ck-Hugh Smit,1968,6/19/1968,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1968,6/21/1968,Sockeye,Adult,27
Sockeye Ck-Hugh Smit,1968,6/22/1968,Sockeye,Adult,10
Sockeye Ck-Hugh Smit,1968,6/23/1968,Sockeye,Adult,2
Sockeye Ck-Hugh Smit,1968,6/24/1968,Sockeye,Adult,5
Sockeye Ck-Hugh Smit,1968,6/26/1968,Sockeye,Adult,7
Sockeye Ck-Hugh Smit,1968,6/27/1968,Sockeye,Adult,14
Sockeye Ck-Hugh Smit,1968,6/28/1968,Sockeye,Adult,34
Sockeye Ck-Hugh Smit,1968,6/29/1968,Sockeye,Adult,20
Sockeye Ck-Hugh Smit,1968,6/30/1968,Sockeye,Adult,12
Sockeye Ck-Hugh Smit,1968,7/1/1968,Sockeye,Adult,5
Sockeye Ck-Hugh Smit,1968,7/2/1968,Sockeye,Adult,14
Sockeye Ck-Hugh Smit,1968,7/3/1968,Sockeye,Adult,6
Sockeye Ck-Hugh Smit,1968,7/5/1968,Sockeye,Adult,12
Sockeye Ck-Hugh Smit,1968,7/6/1968,Sockeye,Adult,176
Sockeye Ck-Hugh Smit,1968,7/8/1968,Sockeye,Adult,1
Sockeye Ck-Hugh Smit,1968,7/9/1968,Sockeye,Adult,8
Sockeye Ck-Hugh Smit,1968,7/10/1968,Sockeye,Adult,30
Sockeye Ck-Hugh Smit,1968,7/11/1968,Sockeye,Adult,75
Sockeye Ck-Hugh Smit,1968,7/13/1968,Sockeye,Adult,15
Sockeye Ck-Hugh Smit,1968,7/14/1968,Sockeye,Adult,18
Sockeye Ck-Hugh Smit,1968,7/15/1968,Sockeye,Adult,17
Sockeye Ck-Hugh Smit,1968,7/16/1968,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1968,7/17/1968,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1968,7/18/1968,Sockeye,Adult,5
Sockeye Ck-Hugh Smit,1968,7/19/1968,Sockeye,Adult,6
Sockeye Ck-Hugh Smit,1968,7/20/1968,Sockeye,Adult,1
Sockeye Ck-Hugh Smit,1968,7/21/1968,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1968,7/22/1968,Sockeye,Adult,2
Sockeye Ck-Hugh Smit,1968,7/23/1968,Sockeye,Adult,1
Sockeye Ck-Hugh Smit,1968,7/24/1968,Sockeye,Adult,2
Sockeye Ck-Hugh Smit,1968,7/26/1968,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1968,7/28/1968,Sockeye,Adult,5
Sockeye Ck-Hugh Smit,1968,7/29/1968,Sockeye,Adult,42
Sockeye Ck-Hugh Smit,1968,7/30/1968,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1968,7/31/1968,Sockeye,Adult,42
Sockeye Ck-Hugh Smit,1968,8/1/1968,Sockeye,Adult,5
Sockeye Ck-Hugh Smit,1968,8/2/1968,Sockeye,Adult,6
Sockeye Ck-Hugh Smit,1968,8/3/1968,Sockeye,Adult,16
Sockeye Ck-Hugh Smit,1968,8/4/1968,Sockeye,Adult,22
Sockeye Ck-Hugh Smit,1968,8/5/1968,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1968,8/6/1968,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1968,8/7/1968,Sockeye,Adult,5
Sockeye Ck-Hugh Smit,1968,8/8/1968,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1968,8/9/1968,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1968,8/10/1968,Sockeye,Adult,25
Sockeye Ck-Hugh Smit,1968,8/11/1968,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1968,8/12/1968,Sockeye,Adult,1
Sockeye Ck-Hugh Smit,1968,8/13/1968,Sockeye,Adult,1
Sockeye Ck-Hugh Smit,1968,8/14/1968,Pink,Adult,1
Sockeye Ck-Hugh Smit,1968,8/14/1968,Sockeye,Adult,38
Sockeye Ck-Hugh Smit,1968,8/15/1968,Pink,Adult,1
Sockeye Ck-Hugh Smit,1968,8/15/1968,Sockeye,Adult,67
Sockeye Ck-Hugh Smit,1968,8/16/1968,Pink,Adult,2
Sockeye Ck-Hugh Smit,1968,8/16/1968,Sockeye,Adult,99
Sockeye Ck-Hugh Smit,1968,8/17/1968,Pink,Adult,1
Sockeye Ck-Hugh Smit,1968,8/17/1968,Sockeye,Adult,89
Sockeye Ck-Hugh Smit,1968,8/18/1968,Pink,Adult,2
Sockeye Ck-Hugh Smit,1968,8/18/1968,Sockeye,Adult,114
Sockeye Ck-Hugh Smit,1968,8/19/1968,Pink,Adult,3
Sockeye Ck-Hugh Smit,1968,8/19/1968,Sockeye,Adult,78
Sockeye Ck-Hugh Smit,1968,8/20/1968,Pink,Adult,6
Sockeye Ck-Hugh Smit,1968,8/20/1968,Sockeye,Adult,75
Sockeye Ck-Hugh Smit,1968,8/21/1968,Pink,Adult,8
Sockeye Ck-Hugh Smit,1968,8/21/1968,Sockeye,Adult,310
Sockeye Ck-Hugh Smit,1969,6/11/1969,Sockeye,Adult,2
Sockeye Ck-Hugh Smit,1969,6/12/1969,Sockeye,Adult,5
Sockeye Ck-Hugh Smit,1969,6/13/1969,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1969,6/14/1969,Sockeye,Adult,21
Sockeye Ck-Hugh Smit,1969,6/15/1969,Sockeye,Adult,11
Sockeye Ck-Hugh Smit,1969,6/16/1969,Sockeye,Adult,11
Sockeye Ck-Hugh Smit,1969,6/17/1969,Sockeye,Adult,76
Sockeye Ck-Hugh Smit,1969,6/18/1969,Sockeye,Adult,30
Sockeye Ck-Hugh Smit,1969,6/19/1969,Sockeye,Adult,48
Sockeye Ck-Hugh Smit,1969,6/20/1969,Sockeye,Adult,13
Sockeye Ck-Hugh Smit,1969,6/21/1969,Sockeye,Adult,24
Sockeye Ck-Hugh Smit,1969,6/22/1969,Sockeye,Adult,34
Sockeye Ck-Hugh Smit,1969,6/23/1969,Sockeye,Adult,553
Sockeye Ck-Hugh Smit,1969,6/24/1969,Sockeye,Adult,75
Sockeye Ck-Hugh Smit,1969,6/25/1969,Sockeye,Adult,21
Sockeye Ck-Hugh Smit,1969,6/26/1969,Sockeye,Adult,322
Sockeye Ck-Hugh Smit,1969,6/27/1969,Sockeye,Adult,87
Sockeye Ck-Hugh Smit,1969,6/28/1969,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1969,6/29/1969,Sockeye,Adult,69
Sockeye Ck-Hugh Smit,1969,6/30/1969,Sockeye,Adult,347
Sockeye Ck-Hugh Smit,1969,7/1/1969,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1969,7/2/1969,Sockeye,Adult,15
Sockeye Ck-Hugh Smit,1969,7/3/1969,Sockeye,Adult,171
Sockeye Ck-Hugh Smit,1969,7/4/1969,Sockeye,Adult,125
Sockeye Ck-Hugh Smit,1969,7/5/1969,Sockeye,Adult,156
Sockeye Ck-Hugh Smit,1969,7/6/1969,Sockeye,Adult,88
Sockeye Ck-Hugh Smit,1969,7/7/1969,Sockeye,Adult,200
Sockeye Ck-Hugh Smit,1969,7/8/1969,Sockeye,Adult,66
Sockeye Ck-Hugh Smit,1969,7/9/1969,Sockeye,Adult,9
Sockeye Ck-Hugh Smit,1969,7/10/1969,Sockeye,Adult,1306
Sockeye Ck-Hugh Smit,1969,7/11/1969,Sockeye,Adult,708
Sockeye Ck-Hugh Smit,1969,7/12/1969,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1969,7/14/1969,Sockeye,Adult,103
Sockeye Ck-Hugh Smit,1969,7/15/1969,Sockeye,Adult,20
Sockeye Ck-Hugh Smit,1969,7/16/1969,Sockeye,Adult,61
Sockeye Ck-Hugh Smit,1969,7/17/1969,Sockeye,Adult,341
Sockeye Ck-Hugh Smit,1969,7/18/1969,Sockeye,Adult,10
Sockeye Ck-Hugh Smit,1969,7/19/1969,Sockeye,Adult,14
Sockeye Ck-Hugh Smit,1969,7/20/1969,Sockeye,Adult,18
Sockeye Ck-Hugh Smit,1969,7/21/1969,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1969,7/22/1969,Sockeye,Adult,27
Sockeye Ck-Hugh Smit,1969,7/23/1969,Sockeye,Adult,839
Sockeye Ck-Hugh Smit,1969,7/24/1969,Sockeye,Adult,426
Sockeye Ck-Hugh Smit,1969,7/25/1969,Sockeye,Adult,7
Sockeye Ck-Hugh Smit,1969,7/26/1969,Sockeye,Adult,341
Sockeye Ck-Hugh Smit,1969,7/27/1969,Sockeye,Adult,95
Sockeye Ck-Hugh Smit,1969,7/28/1969,Sockeye,Adult,27
Sockeye Ck-Hugh Smit,1969,7/29/1969,Sockeye,Adult,68
Sockeye Ck-Hugh Smit,1969,7/30/1969,Sockeye,Adult,159
Sockeye Ck-Hugh Smit,1969,7/31/1969,Sockeye,Adult,32
Sockeye Ck-Hugh Smit,1969,8/1/1969,Sockeye,Adult,128
Sockeye Ck-Hugh Smit,1969,8/2/1969,Sockeye,Adult,27
Sockeye Ck-Hugh Smit,1969,8/3/1969,Pink,Adult,10
Sockeye Ck-Hugh Smit,1969,8/3/1969,Sockeye,Adult,147
Sockeye Ck-Hugh Smit,1969,8/4/1969,Pink,Adult,2
Sockeye Ck-Hugh Smit,1969,8/4/1969,Sockeye,Adult,88
Sockeye Ck-Hugh Smit,1969,8/5/1969,Sockeye,Adult,33
Sockeye Ck-Hugh Smit,1969,8/6/1969,Sockeye,Adult,25
Sockeye Ck-Hugh Smit,1969,8/7/1969,Pink,Adult,15
Sockeye Ck-Hugh Smit,1969,8/7/1969,Sockeye,Adult,336
Sockeye Ck-Hugh Smit,1969,8/8/1969,Pink,Adult,6
Sockeye Ck-Hugh Smit,1969,8/8/1969,Sockeye,Adult,128
Sockeye Ck-Hugh Smit,1969,8/9/1969,Pink,Adult,90
Sockeye Ck-Hugh Smit,1969,8/9/1969,Sockeye,Adult,1720
Sockeye Ck-Hugh Smit,1969,8/10/1969,Pink,Adult,62
Sockeye Ck-Hugh Smit,1969,8/10/1969,Sockeye,Adult,141
Sockeye Ck-Hugh Smit,1969,8/11/1969,Pink,Adult,10
Sockeye Ck-Hugh Smit,1969,8/11/1969,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1969,8/12/1969,Pink,Adult,132
Sockeye Ck-Hugh Smit,1969,8/12/1969,Sockeye,Adult,85
Sockeye Ck-Hugh Smit,1969,8/13/1969,Pink,Adult,70
Sockeye Ck-Hugh Smit,1969,8/13/1969,Sockeye,Adult,96
Sockeye Ck-Hugh Smit,1969,8/14/1969,Pink,Adult,50
Sockeye Ck-Hugh Smit,1969,8/14/1969,Sockeye,Adult,200
Sockeye Ck-Hugh Smit,1970,6/11/1970,Sockeye,Adult,6
Sockeye Ck-Hugh Smit,1970,6/12/1970,Sockeye,Adult,30
Sockeye Ck-Hugh Smit,1970,6/13/1970,Sockeye,Adult,15
Sockeye Ck-Hugh Smit,1970,6/14/1970,Sockeye,Adult,18
Sockeye Ck-Hugh Smit,1970,6/15/1970,Sockeye,Adult,14
Sockeye Ck-Hugh Smit,1970,6/16/1970,Sockeye,Adult,32
Sockeye Ck-Hugh Smit,1970,6/17/1970,Sockeye,Adult,35
Sockeye Ck-Hugh Smit,1970,6/18/1970,Sockeye,Adult,44
Sockeye Ck-Hugh Smit,1970,6/19/1970,Sockeye,Adult,31
Sockeye Ck-Hugh Smit,1970,6/20/1970,Sockeye,Adult,23
Sockeye Ck-Hugh Smit,1970,6/21/1970,Sockeye,Adult,36
Sockeye Ck-Hugh Smit,1970,6/22/1970,Sockeye,Adult,35
Sockeye Ck-Hugh Smit,1970,6/23/1970,Sockeye,Adult,156
Sockeye Ck-Hugh Smit,1970,6/24/1970,Sockeye,Adult,184
Sockeye Ck-Hugh Smit,1970,6/25/1970,Sockeye,Adult,184
Sockeye Ck-Hugh Smit,1970,6/26/1970,Sockeye,Adult,64
Sockeye Ck-Hugh Smit,1970,6/27/1970,Sockeye,Adult,58
Sockeye Ck-Hugh Smit,1970,6/28/1970,Sockeye,Adult,24
Sockeye Ck-Hugh Smit,1970,6/29/1970,Sockeye,Adult,120
Sockeye Ck-Hugh Smit,1970,6/30/1970,Sockeye,Adult,34
Sockeye Ck-Hugh Smit,1970,7/1/1970,Sockeye,Adult,109
Sockeye Ck-Hugh Smit,1970,7/2/1970,Sockeye,Adult,33
Sockeye Ck-Hugh Smit,1970,7/3/1970,Sockeye,Adult,42
Sockeye Ck-Hugh Smit,1970,7/4/1970,Sockeye,Adult,177
Sockeye Ck-Hugh Smit,1970,7/5/1970,Sockeye,Adult,49
Sockeye Ck-Hugh Smit,1970,7/6/1970,Sockeye,Adult,824
Sockeye Ck-Hugh Smit,1970,7/7/1970,Sockeye,Adult,600
Sockeye Ck-Hugh Smit,1970,7/8/1970,Sockeye,Adult,50
Sockeye Ck-Hugh Smit,1970,7/9/1970,Sockeye,Adult,30
Sockeye Ck-Hugh Smit,1970,7/10/1970,Sockeye,Adult,20
Sockeye Ck-Hugh Smit,1970,7/11/1970,Pink,Adult,2
Sockeye Ck-Hugh Smit,1970,7/11/1970,Sockeye,Adult,11
Sockeye Ck-Hugh Smit,1970,7/12/1970,Sockeye,Adult,18
Sockeye Ck-Hugh Smit,1970,7/13/1970,Sockeye,Adult,33
Sockeye Ck-Hugh Smit,1970,7/14/1970,Pink,Adult,8
Sockeye Ck-Hugh Smit,1970,7/14/1970,Sockeye,Adult,197
Sockeye Ck-Hugh Smit,1970,7/15/1970,Pink,Adult,4
Sockeye Ck-Hugh Smit,1970,7/15/1970,Sockeye,Adult,37
Sockeye Ck-Hugh Smit,1970,7/16/1970,Sockeye,Adult,40
Sockeye Ck-Hugh Smit,1970,7/17/1970,Pink,Adult,4
Sockeye Ck-Hugh Smit,1970,7/17/1970,Sockeye,Adult,47
Sockeye Ck-Hugh Smit,1970,7/18/1970,Pink,Adult,4
Sockeye Ck-Hugh Smit,1970,7/18/1970,Sockeye,Adult,15
Sockeye Ck-Hugh Smit,1970,7/19/1970,Sockeye,Adult,56
Sockeye Ck-Hugh Smit,1970,7/20/1970,Pink,Adult,1
Sockeye Ck-Hugh Smit,1970,7/20/1970,Sockeye,Adult,14
Sockeye Ck-Hugh Smit,1970,7/21/1970,Pink,Adult,2
Sockeye Ck-Hugh Smit,1970,7/21/1970,Sockeye,Adult,29
Sockeye Ck-Hugh Smit,1970,7/22/1970,Pink,Adult,2
Sockeye Ck-Hugh Smit,1970,7/22/1970,Sockeye,Adult,18
Sockeye Ck-Hugh Smit,1970,7/23/1970,Pink,Adult,9
Sockeye Ck-Hugh Smit,1970,7/23/1970,Sockeye,Adult,138
Sockeye Ck-Hugh Smit,1970,7/24/1970,Pink,Adult,11
Sockeye Ck-Hugh Smit,1970,7/24/1970,Sockeye,Adult,120
Sockeye Ck-Hugh Smit,1970,7/25/1970,Pink,Adult,1
Sockeye Ck-Hugh Smit,1970,7/25/1970,Sockeye,Adult,167
Sockeye Ck-Hugh Smit,1970,7/26/1970,Pink,Adult,2
Sockeye Ck-Hugh Smit,1970,7/26/1970,Sockeye,Adult,79
Sockeye Ck-Hugh Smit,1970,7/27/1970,Pink,Adult,48
Sockeye Ck-Hugh Smit,1970,7/27/1970,Sockeye,Adult,690
Sockeye Ck-Hugh Smit,1970,7/28/1970,Pink,Adult,18
Sockeye Ck-Hugh Smit,1970,7/28/1970,Sockeye,Adult,401
Sockeye Ck-Hugh Smit,1970,7/29/1970,Sockeye,Adult,10
Sockeye Ck-Hugh Smit,1970,7/30/1970,Pink,Adult,5
Sockeye Ck-Hugh Smit,1970,7/30/1970,Sockeye,Adult,163
Sockeye Ck-Hugh Smit,1970,7/31/1970,Pink,Adult,20
Sockeye Ck-Hugh Smit,1970,7/31/1970,Sockeye,Adult,595
Sockeye Ck-Hugh Smit,1970,8/1/1970,Pink,Adult,1
Sockeye Ck-Hugh Smit,1970,8/1/1970,Sockeye,Adult,7
Sockeye Ck-Hugh Smit,1970,8/2/1970,Pink,Adult,1
Sockeye Ck-Hugh Smit,1970,8/2/1970,Sockeye,Adult,67
Sockeye Ck-Hugh Smit,1970,8/3/1970,Sockeye,Adult,24
Sockeye Ck-Hugh Smit,1970,8/4/1970,Pink,Adult,1
Sockeye Ck-Hugh Smit,1970,8/4/1970,Sockeye,Adult,29
Sockeye Ck-Hugh Smit,1970,8/5/1970,Sockeye,Adult,284
Sockeye Ck-Hugh Smit,1970,8/6/1970,Sockeye,Adult,266
Sockeye Ck-Hugh Smit,1970,8/7/1970,Pink,Adult,1
Sockeye Ck-Hugh Smit,1970,8/7/1970,Sockeye,Adult,154
Sockeye Ck-Hugh Smit,1970,8/8/1970,Pink,Adult,1
Sockeye Ck-Hugh Smit,1970,8/8/1970,Sockeye,Adult,24
Sockeye Ck-Hugh Smit,1970,8/9/1970,Pink,Adult,1
Sockeye Ck-Hugh Smit,1970,8/9/1970,Sockeye,Adult,245
Sockeye Ck-Hugh Smit,1970,8/10/1970,Pink,Adult,26
Sockeye Ck-Hugh Smit,1970,8/10/1970,Sockeye,Adult,694
Sockeye Ck-Hugh Smit,1970,8/11/1970,Pink,Adult,4
Sockeye Ck-Hugh Smit,1970,8/11/1970,Sockeye,Adult,61
Sockeye Ck-Hugh Smit,1970,8/12/1970,Pink,Adult,3
Sockeye Ck-Hugh Smit,1970,8/12/1970,Sockeye,Adult,50
Sockeye Ck-Hugh Smit,1970,8/13/1970,Pink,Adult,2
Sockeye Ck-Hugh Smit,1970,8/13/1970,Sockeye,Adult,40
Sockeye Ck-Hugh Smit,1970,8/14/1970,Pink,Adult,25
Sockeye Ck-Hugh Smit,1970,8/14/1970,Sockeye,Adult,50
Sockeye Ck-Hugh Smit,1970,8/15/1970,Pink,Adult,15
Sockeye Ck-Hugh Smit,1970,8/15/1970,Sockeye,Adult,25
Sockeye Ck-Hugh Smit,1970,8/16/1970,Pink,Adult,12
Sockeye Ck-Hugh Smit,1970,8/16/1970,Sockeye,Adult,20
Sockeye Ck-Hugh Smit,1970,8/17/1970,Pink,Adult,14
Sockeye Ck-Hugh Smit,1970,8/17/1970,Sockeye,Adult,20
Sockeye Ck-Hugh Smit,1970,8/18/1970,Pink,Adult,10
Sockeye Ck-Hugh Smit,1970,8/18/1970,Sockeye,Adult,20
Sockeye Ck-Hugh Smit,1970,8/20/1970,Pink,Adult,3
Sockeye Ck-Hugh Smit,1970,8/20/1970,Sockeye,Adult,14
Sockeye Ck-Hugh Smit,1970,8/21/1970,Sockeye,Adult,9
Sockeye Ck-Hugh Smit,1970,8/22/1970,Chum,Adult,1
Sockeye Ck-Hugh Smit,1970,8/22/1970,Pink,Adult,2
Sockeye Ck-Hugh Smit,1970,8/22/1970,Sockeye,Adult,11
Sockeye Ck-Hugh Smit,1970,8/23/1970,Pink,Adult,5
Sockeye Ck-Hugh Smit,1970,8/23/1970,Sockeye,Adult,34
Sockeye Ck-Hugh Smit,1970,8/24/1970,Pink,Adult,2
Sockeye Ck-Hugh Smit,1970,8/24/1970,Sockeye,Adult,6
Sockeye Ck-Hugh Smit,1970,8/25/1970,Pink,Adult,11
Sockeye Ck-Hugh Smit,1970,8/25/1970,Sockeye,Adult,142
Sockeye Ck-Hugh Smit,1970,8/26/1970,Pink,Adult,4
Sockeye Ck-Hugh Smit,1970,8/26/1970,Sockeye,Adult,35
Sockeye Ck-Hugh Smit,1970,8/27/1970,Pink,Adult,2
Sockeye Ck-Hugh Smit,1970,8/27/1970,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1970,8/28/1970,Pink,Adult,12
Sockeye Ck-Hugh Smit,1970,8/28/1970,Sockeye,Adult,114
Sockeye Ck-Hugh Smit,1970,8/29/1970,Chum,Adult,1
Sockeye Ck-Hugh Smit,1970,8/29/1970,Pink,Adult,1
Sockeye Ck-Hugh Smit,1970,8/30/1970,Sockeye,Adult,6
Sockeye Ck-Hugh Smit,1970,8/31/1970,Pink,Adult,70
