Stream Name,Year,Obs Date,Species,Maturity,Count
Sockeye Ck-Hugh Smit,1989,4/28/1989,Coho,Smolt,1
Sockeye Ck-Hugh Smit,1989,4/28/1989,Sockeye,Smolt,2
Sockeye Ck-Hugh Smit,1989,4/29/1989,Coho,Smolt,4
Sockeye Ck-Hugh Smit,1989,4/29/1989,Sockeye,Smolt,1
Sockeye Ck-Hugh Smit,1989,4/30/1989,Coho,Smolt,9
Sockeye Ck-Hugh Smit,1989,4/30/1989,Sockeye,Smolt,4
Sockeye Ck-Hugh Smit,1989,5/1/1989,Coho,Smolt,18
Sockeye Ck-Hugh Smit,1989,5/1/1989,Sockeye,Smolt,34
Sockeye Ck-Hugh Smit,1989,5/2/1989,Coho,Smolt,41
Sockeye Ck-Hugh Smit,1989,5/2/1989,Sockeye,Smolt,266
Sockeye Ck-Hugh Smit,1989,5/3/1989,Coho,Adult,52
Sockeye Ck-Hugh Smit,1989,5/3/1989,General dolly varden,Smolt,1
Sockeye Ck-Hugh Smit,1989,5/3/1989,Sockeye,Adult,407
Sockeye Ck-Hugh Smit,1989,5/4/1989,Coho,Smolt,39
Sockeye Ck-Hugh Smit,1989,5/4/1989,General dolly varden,Adult,2
Sockeye Ck-Hugh Smit,1989,5/4/1989,Sockeye,Smolt,180
Sockeye Ck-Hugh Smit,1989,5/5/1989,Coho,Smolt,31
Sockeye Ck-Hugh Smit,1989,5/5/1989,Sockeye,Smolt,48
Sockeye Ck-Hugh Smit,1989,5/6/1989,Coho,Smolt,13
Sockeye Ck-Hugh Smit,1989,5/6/1989,Sockeye,Smolt,65
Sockeye Ck-Hugh Smit,1989,5/7/1989,Coho,Smolt,24
Sockeye Ck-Hugh Smit,1989,5/7/1989,General dolly varden,Adult,6
Sockeye Ck-Hugh Smit,1989,5/7/1989,Sockeye,Smolt,207
Sockeye Ck-Hugh Smit,1989,5/8/1989,Coho,Smolt,327
Sockeye Ck-Hugh Smit,1989,5/8/1989,General dolly varden,Adult,21
Sockeye Ck-Hugh Smit,1989,5/8/1989,Sockeye,Smolt,7936
Sockeye Ck-Hugh Smit,1989,5/9/1989,Coho,Smolt,332
Sockeye Ck-Hugh Smit,1989,5/9/1989,General dolly varden,Adult,14
Sockeye Ck-Hugh Smit,1989,5/9/1989,Sockeye,Smolt,3352
Sockeye Ck-Hugh Smit,1989,5/10/1989,Coho,Smolt,89
Sockeye Ck-Hugh Smit,1989,5/10/1989,General dolly varden,Adult,18
Sockeye Ck-Hugh Smit,1989,5/10/1989,Sockeye,Smolt,3478
Sockeye Ck-Hugh Smit,1989,5/11/1989,Coho,Smolt,78
Sockeye Ck-Hugh Smit,1989,5/11/1989,General dolly varden,Adult,42
Sockeye Ck-Hugh Smit,1989,5/11/1989,Sockeye,Smolt,1554
Sockeye Ck-Hugh Smit,1989,5/12/1989,Coho,Smolt,186
Sockeye Ck-Hugh Smit,1989,5/12/1989,General dolly varden,Adult,15
Sockeye Ck-Hugh Smit,1989,5/12/1989,Sockeye,Smolt,1524
Sockeye Ck-Hugh Smit,1989,5/13/1989,Coho,Smolt,697
Sockeye Ck-Hugh Smit,1989,5/13/1989,General dolly varden,Adult,52
Sockeye Ck-Hugh Smit,1989,5/13/1989,Sockeye,Smolt,3638
Sockeye Ck-Hugh Smit,1989,5/14/1989,Coho,Smolt,163
Sockeye Ck-Hugh Smit,1989,5/14/1989,Sockeye,Smolt,5875
Sockeye Ck-Hugh Smit,1989,5/15/1989,Coho,Smolt,296
Sockeye Ck-Hugh Smit,1989,5/15/1989,General dolly varden,Adult,71
Sockeye Ck-Hugh Smit,1989,5/15/1989,Sockeye,Smolt,2277
Sockeye Ck-Hugh Smit,1989,5/16/1989,Coho,Smolt,894
Sockeye Ck-Hugh Smit,1989,5/16/1989,General dolly varden,Adult,59
Sockeye Ck-Hugh Smit,1989,5/16/1989,Sockeye,Smolt,7314
Sockeye Ck-Hugh Smit,1989,5/17/1989,Coho,Smolt,449
Sockeye Ck-Hugh Smit,1989,5/17/1989,General dolly varden,Adult,16
Sockeye Ck-Hugh Smit,1989,5/17/1989,Sockeye,Smolt,9311
Sockeye Ck-Hugh Smit,1989,5/18/1989,Coho,Smolt,174
Sockeye Ck-Hugh Smit,1989,5/18/1989,General dolly varden,Adult,86
Sockeye Ck-Hugh Smit,1989,5/18/1989,Sockeye,Smolt,3320
Sockeye Ck-Hugh Smit,1989,5/18/1989,Steelhead trout,Smolt,1
Sockeye Ck-Hugh Smit,1989,5/19/1989,Coho,Smolt,222
Sockeye Ck-Hugh Smit,1989,5/19/1989,General dolly varden,Adult,9
Sockeye Ck-Hugh Smit,1989,5/19/1989,Sockeye,Smolt,11808
Sockeye Ck-Hugh Smit,1989,5/20/1989,Coho,Smolt,374
Sockeye Ck-Hugh Smit,1989,5/20/1989,General dolly varden,Adult,51
Sockeye Ck-Hugh Smit,1989,5/20/1989,Sockeye,Smolt,73166
Sockeye Ck-Hugh Smit,1989,5/20/1989,Steelhead trout,Smolt,2
Sockeye Ck-Hugh Smit,1989,5/21/1989,Coho,Smolt,202
Sockeye Ck-Hugh Smit,1989,5/21/1989,General dolly varden,Adult,15
Sockeye Ck-Hugh Smit,1989,5/21/1989,Sockeye,Smolt,8298
Sockeye Ck-Hugh Smit,1989,5/22/1989,Coho,Smolt,355
Sockeye Ck-Hugh Smit,1989,5/22/1989,General dolly varden,Adult,78
Sockeye Ck-Hugh Smit,1989,5/22/1989,Sockeye,Smolt,40140
Sockeye Ck-Hugh Smit,1989,5/23/1989,Coho,Smolt,476
Sockeye Ck-Hugh Smit,1989,5/23/1989,General dolly varden,Adult,88
Sockeye Ck-Hugh Smit,1989,5/23/1989,Sockeye,Smolt,20315
Sockeye Ck-Hugh Smit,1989,5/23/1989,Steelhead trout,Smolt,2
Sockeye Ck-Hugh Smit,1989,5/24/1989,Coho,Smolt,34
Sockeye Ck-Hugh Smit,1989,5/24/1989,General dolly varden,Adult,97
Sockeye Ck-Hugh Smit,1989,5/24/1989,Sockeye,Smolt,4054
Sockeye Ck-Hugh Smit,1989,5/25/1989,Coho,Smolt,191
Sockeye Ck-Hugh Smit,1989,5/25/1989,General dolly varden,Adult,58
Sockeye Ck-Hugh Smit,1989,5/25/1989,Sockeye,Smolt,52628
Sockeye Ck-Hugh Smit,1989,5/26/1989,Coho,Smolt,358
Sockeye Ck-Hugh Smit,1989,5/26/1989,General dolly varden,Adult,128
Sockeye Ck-Hugh Smit,1989,5/26/1989,Sockeye,Smolt,20070
Sockeye Ck-Hugh Smit,1989,5/26/1989,Steelhead trout,Smolt,6
Sockeye Ck-Hugh Smit,1989,5/27/1989,Coho,Smolt,101
Sockeye Ck-Hugh Smit,1989,5/27/1989,General dolly varden,Adult,104
Sockeye Ck-Hugh Smit,1989,5/27/1989,Sockeye,Smolt,6210
Sockeye Ck-Hugh Smit,1989,5/27/1989,Steelhead trout,Smolt,6
Sockeye Ck-Hugh Smit,1989,5/28/1989,Coho,Smolt,163
Sockeye Ck-Hugh Smit,1989,5/28/1989,General dolly varden,Adult,119
Sockeye Ck-Hugh Smit,1989,5/28/1989,Sockeye,Smolt,6500
Sockeye Ck-Hugh Smit,1989,5/28/1989,Steelhead trout,Smolt,7
Sockeye Ck-Hugh Smit,1989,5/29/1989,Coho,Smolt,164
Sockeye Ck-Hugh Smit,1989,5/29/1989,General dolly varden,Adult,69
Sockeye Ck-Hugh Smit,1989,5/29/1989,Sockeye,Smolt,59485
Sockeye Ck-Hugh Smit,1989,5/29/1989,Steelhead trout,Smolt,9
Sockeye Ck-Hugh Smit,1989,5/30/1989,Coho,Smolt,78
Sockeye Ck-Hugh Smit,1989,5/30/1989,General dolly varden,Adult,50
Sockeye Ck-Hugh Smit,1989,5/30/1989,Sockeye,Smolt,1585
Sockeye Ck-Hugh Smit,1989,5/30/1989,Steelhead trout,Smolt,2
Sockeye Ck-Hugh Smit,1989,5/31/1989,Coho,Smolt,136
Sockeye Ck-Hugh Smit,1989,5/31/1989,General dolly varden,Adult,41
Sockeye Ck-Hugh Smit,1989,5/31/1989,Sockeye,Smolt,23175
Sockeye Ck-Hugh Smit,1989,5/31/1989,Steelhead trout,Smolt,17
Sockeye Ck-Hugh Smit,1989,6/1/1989,Coho,Smolt,220
Sockeye Ck-Hugh Smit,1989,6/1/1989,General dolly varden,Adult,48
Sockeye Ck-Hugh Smit,1989,6/1/1989,Sockeye,Smolt,17020
Sockeye Ck-Hugh Smit,1989,6/1/1989,Steelhead trout,Smolt,15
Sockeye Ck-Hugh Smit,1989,6/2/1989,Coho,Smolt,70
Sockeye Ck-Hugh Smit,1989,6/2/1989,General dolly varden,Adult,34
Sockeye Ck-Hugh Smit,1989,6/2/1989,Sockeye,Smolt,7320
Sockeye Ck-Hugh Smit,1989,6/2/1989,Steelhead trout,Smolt,4
Sockeye Ck-Hugh Smit,1989,6/3/1989,Coho,Smolt,18
Sockeye Ck-Hugh Smit,1989,6/3/1989,General dolly varden,Adult,16
Sockeye Ck-Hugh Smit,1989,6/3/1989,Sockeye,Smolt,9500
Sockeye Ck-Hugh Smit,1989,6/3/1989,Steelhead trout,Smolt,2
Sockeye Ck-Hugh Smit,1989,6/4/1989,Coho,Smolt,9
Sockeye Ck-Hugh Smit,1989,6/4/1989,General dolly varden,Adult,4
Sockeye Ck-Hugh Smit,1989,6/4/1989,Sockeye,Smolt,5100
Sockeye Ck-Hugh Smit,1989,6/4/1989,Steelhead trout,Smolt,2
Sockeye Ck-Hugh Smit,1989,6/5/1989,General dolly varden,Adult,10
Sockeye Ck-Hugh Smit,1989,6/5/1989,Sockeye,Smolt,4265
Sockeye Ck-Hugh Smit,1989,6/5/1989,Steelhead trout,Smolt,3
Sockeye Ck-Hugh Smit,1989,6/6/1989,Coho,Smolt,49
Sockeye Ck-Hugh Smit,1989,6/6/1989,General dolly varden,Adult,27
Sockeye Ck-Hugh Smit,1989,6/6/1989,Sockeye,Smolt,2200
Sockeye Ck-Hugh Smit,1989,6/6/1989,Steelhead trout,Smolt,3
Sockeye Ck-Hugh Smit,1989,6/7/1989,General dolly varden,Adult,10
Sockeye Ck-Hugh Smit,1989,6/7/1989,Sockeye,Smolt,100
Sockeye Ck-Hugh Smit,1989,6/7/1989,Steelhead trout,Smolt,3
Sockeye Ck-Hugh Smit,1989,6/8/1989,Coho,Smolt,23
Sockeye Ck-Hugh Smit,1989,6/8/1989,General dolly varden,Adult,19
Sockeye Ck-Hugh Smit,1989,6/8/1989,Sockeye,Smolt,750
Sockeye Ck-Hugh Smit,1989,6/8/1989,Steelhead trout,Smolt,7
Sockeye Ck-Hugh Smit,1989,6/9/1989,General dolly varden,Adult,23
Sockeye Ck-Hugh Smit,1989,6/9/1989,Sockeye,Smolt,975
Sockeye Ck-Hugh Smit,1989,6/9/1989,Steelhead trout,Smolt,9
Sockeye Ck-Hugh Smit,1989,6/10/1989,General dolly varden,Adult,26
Sockeye Ck-Hugh Smit,1989,6/10/1989,Sockeye,Smolt,1850
Sockeye Ck-Hugh Smit,1989,6/10/1989,Steelhead trout,Smolt,12
Sockeye Ck-Hugh Smit,1989,6/11/1989,Coho,Smolt,24
Sockeye Ck-Hugh Smit,1989,6/11/1989,General dolly varden,Adult,9
Sockeye Ck-Hugh Smit,1989,6/11/1989,Sockeye,Adult,1
Sockeye Ck-Hugh Smit,1989,6/11/1989,Sockeye,Smolt,50
Sockeye Ck-Hugh Smit,1989,6/11/1989,Steelhead trout,Smolt,4
Sockeye Ck-Hugh Smit,1989,6/12/1989,Sockeye,Adult,0
Sockeye Ck-Hugh Smit,1989,6/13/1989,Sockeye,Adult,0
Sockeye Ck-Hugh Smit,1989,6/14/1989,Sockeye,Adult,0
Sockeye Ck-Hugh Smit,1989,6/15/1989,Sockeye,Adult,0
Sockeye Ck-Hugh Smit,1989,6/16/1989,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1989,6/17/1989,Sockeye,Adult,0
Sockeye Ck-Hugh Smit,1989,6/18/1989,Sockeye,Adult,1
Sockeye Ck-Hugh Smit,1989,6/19/1989,Sockeye,Adult,1
Sockeye Ck-Hugh Smit,1989,6/20/1989,Sockeye,Adult,2
Sockeye Ck-Hugh Smit,1989,6/21/1989,Sockeye,Adult,0
Sockeye Ck-Hugh Smit,1989,6/22/1989,Sockeye,Adult,0
Sockeye Ck-Hugh Smit,1989,6/23/1989,Sockeye,Adult,1
Sockeye Ck-Hugh Smit,1989,6/24/1989,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1989,6/25/1989,Sockeye,Adult,2
Sockeye Ck-Hugh Smit,1989,6/26/1989,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1989,6/27/1989,Sockeye,Adult,2
Sockeye Ck-Hugh Smit,1989,6/28/1989,Sockeye,Adult,6
Sockeye Ck-Hugh Smit,1989,6/29/1989,Sockeye,Adult,6
Sockeye Ck-Hugh Smit,1989,6/30/1989,Sockeye,Adult,2
Sockeye Ck-Hugh Smit,1989,7/1/1989,Sockeye,Adult,17
Sockeye Ck-Hugh Smit,1989,7/2/1989,Sockeye,Adult,15
Sockeye Ck-Hugh Smit,1989,7/3/1989,Sockeye,Adult,12
Sockeye Ck-Hugh Smit,1989,7/4/1989,Sockeye,Adult,0
Sockeye Ck-Hugh Smit,1989,7/5/1989,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1989,7/6/1989,Sockeye,Adult,1
Sockeye Ck-Hugh Smit,1989,7/7/1989,Sockeye,Adult,15
Sockeye Ck-Hugh Smit,1989,7/8/1989,Sockeye,Adult,49
Sockeye Ck-Hugh Smit,1989,7/9/1989,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1989,7/10/1989,Sockeye,Adult,22
Sockeye Ck-Hugh Smit,1989,7/11/1989,Coho,Adult,1
Sockeye Ck-Hugh Smit,1989,7/11/1989,Sockeye,Adult,42
Sockeye Ck-Hugh Smit,1989,7/12/1989,Sockeye,Adult,18
Sockeye Ck-Hugh Smit,1989,7/13/1989,Sockeye,Adult,63
Sockeye Ck-Hugh Smit,1989,7/14/1989,Sockeye,Adult,8
Sockeye Ck-Hugh Smit,1989,7/15/1989,Sockeye,Adult,33
Sockeye Ck-Hugh Smit,1989,7/16/1989,Sockeye,Adult,10
Sockeye Ck-Hugh Smit,1989,7/17/1989,Sockeye,Adult,16
Sockeye Ck-Hugh Smit,1989,7/18/1989,Sockeye,Adult,43
Sockeye Ck-Hugh Smit,1989,7/19/1989,Sockeye,Adult,12
Sockeye Ck-Hugh Smit,1989,7/20/1989,Sockeye,Adult,48
Sockeye Ck-Hugh Smit,1989,7/21/1989,Sockeye,Adult,9
Sockeye Ck-Hugh Smit,1989,7/22/1989,Sockeye,Adult,31
Sockeye Ck-Hugh Smit,1989,7/23/1989,Sockeye,Adult,29
Sockeye Ck-Hugh Smit,1989,7/24/1989,Sockeye,Adult,14
Sockeye Ck-Hugh Smit,1989,7/25/1989,Sockeye,Adult,11
Sockeye Ck-Hugh Smit,1989,7/26/1989,Sockeye,Adult,16
Sockeye Ck-Hugh Smit,1989,7/27/1989,Sockeye,Adult,31
Sockeye Ck-Hugh Smit,1989,7/28/1989,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1989,7/29/1989,Coho,Adult,1
Sockeye Ck-Hugh Smit,1989,7/29/1989,Sockeye,Adult,31
Sockeye Ck-Hugh Smit,1989,7/30/1989,Sockeye,Adult,19
Sockeye Ck-Hugh Smit,1989,7/31/1989,Sockeye,Adult,7
Sockeye Ck-Hugh Smit,1989,8/1/1989,Sockeye,Adult,32
Sockeye Ck-Hugh Smit,1989,8/2/1989,Pink,Adult,4
Sockeye Ck-Hugh Smit,1989,8/2/1989,Sockeye,Adult,160
Sockeye Ck-Hugh Smit,1989,8/3/1989,Sockeye,Adult,95
Sockeye Ck-Hugh Smit,1989,8/4/1989,Pink,Adult,3
Sockeye Ck-Hugh Smit,1989,8/4/1989,Sockeye,Adult,141
Sockeye Ck-Hugh Smit,1989,8/5/1989,Pink,Adult,3
Sockeye Ck-Hugh Smit,1989,8/5/1989,Sockeye,Adult,620
Sockeye Ck-Hugh Smit,1989,8/6/1989,Pink,Adult,124
Sockeye Ck-Hugh Smit,1989,8/6/1989,Sockeye,Adult,886
Sockeye Ck-Hugh Smit,1989,8/7/1989,Pink,Adult,2
Sockeye Ck-Hugh Smit,1989,8/7/1989,Sockeye,Adult,40
Sockeye Ck-Hugh Smit,1989,8/8/1989,Pink,Adult,1
Sockeye Ck-Hugh Smit,1989,8/8/1989,Sockeye,Adult,120
Sockeye Ck-Hugh Smit,1989,8/9/1989,Pink,Adult,36
Sockeye Ck-Hugh Smit,1989,8/9/1989,Sockeye,Adult,485
Sockeye Ck-Hugh Smit,1989,8/10/1989,Pink,Adult,184
Sockeye Ck-Hugh Smit,1989,8/10/1989,Sockeye,Adult,227
Sockeye Ck-Hugh Smit,1989,8/11/1989,Pink,Adult,216
Sockeye Ck-Hugh Smit,1989,8/11/1989,Sockeye,Adult,209
Sockeye Ck-Hugh Smit,1989,8/12/1989,Pink,Adult,289
Sockeye Ck-Hugh Smit,1989,8/12/1989,Sockeye,Adult,614
Sockeye Ck-Hugh Smit,1989,8/13/1989,Pink,Adult,16
Sockeye Ck-Hugh Smit,1989,8/13/1989,Sockeye,Adult,121
Sockeye Ck-Hugh Smit,1989,8/14/1989,Pink,Adult,741
Sockeye Ck-Hugh Smit,1989,8/14/1989,Sockeye,Adult,764
Sockeye Ck-Hugh Smit,1989,8/15/1989,Pink,Adult,454
Sockeye Ck-Hugh Smit,1989,8/15/1989,Sockeye,Adult,293
Sockeye Ck-Hugh Smit,1989,8/16/1989,Coho,Adult,1
Sockeye Ck-Hugh Smit,1989,8/16/1989,Pink,Adult,535
Sockeye Ck-Hugh Smit,1989,8/16/1989,Sockeye,Adult,124
Sockeye Ck-Hugh Smit,1989,8/17/1989,Pink,Adult,64
Sockeye Ck-Hugh Smit,1989,8/17/1989,Sockeye,Adult,22
Sockeye Ck-Hugh Smit,1989,8/18/1989,Pink,Adult,74
Sockeye Ck-Hugh Smit,1989,8/18/1989,Sockeye,Adult,25
Sockeye Ck-Hugh Smit,1989,8/19/1989,Pink,Adult,95
Sockeye Ck-Hugh Smit,1989,8/19/1989,Sockeye,Adult,62
Sockeye Ck-Hugh Smit,1989,8/20/1989,Pink,Adult,89
Sockeye Ck-Hugh Smit,1989,8/20/1989,Sockeye,Adult,42
Sockeye Ck-Hugh Smit,1989,8/21/1989,Coho,Adult,7
Sockeye Ck-Hugh Smit,1989,8/21/1989,Pink,Adult,901
Sockeye Ck-Hugh Smit,1989,8/21/1989,Sockeye,Adult,104
Sockeye Ck-Hugh Smit,1989,8/22/1989,Coho,Adult,2
Sockeye Ck-Hugh Smit,1989,8/22/1989,Pink,Adult,457
Sockeye Ck-Hugh Smit,1989,8/22/1989,Sockeye,Adult,39
Sockeye Ck-Hugh Smit,1989,8/23/1989,Pink,Adult,31
Sockeye Ck-Hugh Smit,1989,8/23/1989,Sockeye,Adult,6
Sockeye Ck-Hugh Smit,1989,8/24/1989,Pink,Adult,35
Sockeye Ck-Hugh Smit,1989,8/24/1989,Sockeye,Adult,5
Sockeye Ck-Hugh Smit,1989,8/25/1989,Pink,Adult,398
Sockeye Ck-Hugh Smit,1989,8/25/1989,Sockeye,Adult,50
Sockeye Ck-Hugh Smit,1989,8/26/1989,Coho,Adult,3
Sockeye Ck-Hugh Smit,1989,8/26/1989,Pink,Adult,469
Sockeye Ck-Hugh Smit,1989,8/26/1989,Sockeye,Adult,43
Sockeye Ck-Hugh Smit,1989,8/27/1989,Pink,Adult,553
Sockeye Ck-Hugh Smit,1989,8/27/1989,Sockeye,Adult,99
Sockeye Ck-Hugh Smit,1989,8/28/1989,Coho,Adult,2
Sockeye Ck-Hugh Smit,1989,8/28/1989,Pink,Adult,200
Sockeye Ck-Hugh Smit,1989,8/28/1989,Sockeye,Adult,53
Sockeye Ck-Hugh Smit,1989,8/29/1989,Coho,Adult,4
Sockeye Ck-Hugh Smit,1989,8/29/1989,Pink,Adult,520
Sockeye Ck-Hugh Smit,1989,8/29/1989,Sockeye,Adult,32
Sockeye Ck-Hugh Smit,1989,8/30/1989,Coho,Adult,1
Sockeye Ck-Hugh Smit,1989,8/30/1989,Pink,Adult,326
Sockeye Ck-Hugh Smit,1989,8/30/1989,Sockeye,Adult,19
Sockeye Ck-Hugh Smit,1989,8/31/1989,Pink,Adult,1034
Sockeye Ck-Hugh Smit,1989,8/31/1989,Sockeye,Adult,35
Sockeye Ck-Hugh Smit,1989,9/1/1989,Pink,Adult,175
Sockeye Ck-Hugh Smit,1989,9/1/1989,Sockeye,Adult,7
Sockeye Ck-Hugh Smit,1989,9/2/1989,Coho,Adult,1
Sockeye Ck-Hugh Smit,1989,9/2/1989,Pink,Adult,621
Sockeye Ck-Hugh Smit,1989,9/2/1989,Sockeye,Adult,16
Sockeye Ck-Hugh Smit,1989,9/3/1989,Coho,Adult,1
Sockeye Ck-Hugh Smit,1989,9/3/1989,Pink,Adult,468
Sockeye Ck-Hugh Smit,1989,9/3/1989,Sockeye,Adult,14
Sockeye Ck-Hugh Smit,1989,9/4/1989,Coho,Adult,4
Sockeye Ck-Hugh Smit,1989,9/4/1989,Pink,Adult,522
Sockeye Ck-Hugh Smit,1989,9/4/1989,Sockeye,Adult,19
Sockeye Ck-Hugh Smit,1989,9/5/1989,Coho,Adult,6
Sockeye Ck-Hugh Smit,1989,9/5/1989,Pink,Adult,232
Sockeye Ck-Hugh Smit,1989,9/5/1989,Sockeye,Adult,3
Sockeye Ck-Hugh Smit,1989,9/6/1989,Pink,Adult,35
Sockeye Ck-Hugh Smit,1989,9/6/1989,Sockeye,Adult,0
Sockeye Ck-Hugh Smit,1989,9/7/1989,Coho,Adult,3
Sockeye Ck-Hugh Smit,1989,9/7/1989,Pink,Adult,57
Sockeye Ck-Hugh Smit,1989,9/7/1989,Sockeye,Adult,4
Sockeye Ck-Hugh Smit,1989,9/8/1989,Coho,Adult,8
Sockeye Ck-Hugh Smit,1989,9/8/1989,Pink,Adult,89
Sockeye Ck-Hugh Smit,1989,9/8/1989,Sockeye,Adult,2
Sockeye Ck-Hugh Smit,1989,9/9/1989,Coho,Adult,6
Sockeye Ck-Hugh Smit,1989,9/9/1989,Pink,Adult,34
Sockeye Ck-Hugh Smit,1989,9/9/1989,Sockeye,Adult,7
Sockeye Ck-Hugh Smit,1989,9/10/1989,Coho,Adult,24
Sockeye Ck-Hugh Smit,1989,9/10/1989,Pink,Adult,68
Sockeye Ck-Hugh Smit,1989,9/10/1989,Sockeye,Adult,9
Sockeye Ck-Hugh Smit,1989,9/11/1989,Sockeye,Adult,0
Sockeye Ck-Hugh Smit,1989,9/12/1989,Coho,Adult,13
Sockeye Ck-Hugh Smit,1989,9/12/1989,Pink,Adult,54
Sockeye Ck-Hugh Smit,1989,9/12/1989,Sockeye,Adult,17
Sockeye Ck-Hugh Smit,1989,9/13/1989,Chum,Adult,1
Sockeye Ck-Hugh Smit,1989,9/13/1989,Pink,Adult,18
Sockeye Ck-Hugh Smit,1989,9/13/1989,Sockeye,Adult,0
Sockeye Ck-Hugh Smit,1989,9/14/1989,Coho,Adult,19
Sockeye Ck-Hugh Smit,1989,9/14/1989,Pink,Adult,79
Sockeye Ck-Hugh Smit,1989,9/14/1989,Sockeye,Adult,11
Sockeye Ck-Hugh Smit,1989,9/15/1989,Chum,Adult,2
Sockeye Ck-Hugh Smit,1989,9/15/1989,Coho,Adult,2
Sockeye Ck-Hugh Smit,1989,9/15/1989,Pink,Adult,51
Sockeye Ck-Hugh Smit,1989,9/15/1989,Sockeye,Adult,0
Sockeye Ck-Hugh Smit,1989,9/16/1989,Coho,Adult,2
Sockeye Ck-Hugh Smit,1989,9/16/1989,Pink,Adult,45
Sockeye Ck-Hugh Smit,1989,9/16/1989,Sockeye,Adult,1
Sockeye Ck-Hugh Smit,1989,9/17/1989,Coho,Adult,1
Sockeye Ck-Hugh Smit,1989,9/17/1989,Pink,Adult,21
Sockeye Ck-Hugh Smit,1989,9/17/1989,Sockeye,Adult,7
Sockeye Ck-Hugh Smit,1989,9/18/1989,Chum,Adult,3
Sockeye Ck-Hugh Smit,1989,9/18/1989,Coho,Adult,5
Sockeye Ck-Hugh Smit,1989,9/18/1989,Pink,Adult,200
Sockeye Ck-Hugh Smit,1989,9/18/1989,Sockeye,Adult,8
Sockeye Ck-Hugh Smit,1989,9/19/1989,Coho,Adult,10
Sockeye Ck-Hugh Smit,1989,9/19/1989,Pink,Adult,159
Sockeye Ck-Hugh Smit,1989,9/19/1989,Sockeye,Adult,42
Sockeye Ck-Hugh Smit,1989,9/20/1989,Chum,Adult,2
Sockeye Ck-Hugh Smit,1989,9/20/1989,Coho,Adult,22
Sockeye Ck-Hugh Smit,1989,9/20/1989,Pink,Adult,192
Sockeye Ck-Hugh Smit,1989,9/20/1989,Sockeye,Adult,60
Sockeye Ck-Hugh Smit,1989,9/21/1989,Coho,Adult,30
Sockeye Ck-Hugh Smit,1989,9/21/1989,Pink,Adult,47
Sockeye Ck-Hugh Smit,1989,9/21/1989,Sockeye,Adult,29
Sockeye Ck-Hugh Smit,1989,9/22/1989,Chum,Adult,2
Sockeye Ck-Hugh Smit,1989,9/22/1989,Coho,Adult,7
Sockeye Ck-Hugh Smit,1989,9/22/1989,Pink,Adult,25
Sockeye Ck-Hugh Smit,1989,9/22/1989,Sockeye,Adult,5
Sockeye Ck-Hugh Smit,1989,9/23/1989,Coho,Adult,3
Sockeye Ck-Hugh Smit,1989,9/23/1989,Pink,Adult,41
Sockeye Ck-Hugh Smit,1989,9/23/1989,Sockeye,Adult,0
Sockeye Ck-Hugh Smit,1989,9/24/1989,Coho,Adult,3
Sockeye Ck-Hugh Smit,1989,9/24/1989,Pink,Adult,19
Sockeye Ck-Hugh Smit,1989,9/24/1989,Sockeye,Adult,1
Sockeye Ck-Hugh Smit,1989,9/25/1989,Chum,Adult,5
Sockeye Ck-Hugh Smit,1989,9/25/1989,Coho,Adult,4
Sockeye Ck-Hugh Smit,1989,9/25/1989,Pink,Adult,39
Sockeye Ck-Hugh Smit,1989,9/25/1989,Sockeye,Adult,0
Sockeye Ck-Hugh Smit,1989,9/26/1989,Chum,Adult,2
Sockeye Ck-Hugh Smit,1989,9/26/1989,Coho,Adult,1
Sockeye Ck-Hugh Smit,1989,9/26/1989,Pink,Adult,37
Sockeye Ck-Hugh Smit,1989,9/26/1989,Sockeye,Adult,1
Sockeye Ck-Hugh Smit,1989,9/27/1989,Chum,Adult,1
Sockeye Ck-Hugh Smit,1989,9/27/1989,Coho,Adult,1
Sockeye Ck-Hugh Smit,1989,9/27/1989,Pink,Adult,18
Sockeye Ck-Hugh Smit,1989,9/27/1989,Sockeye,Adult,0
Sockeye Ck-Hugh Smit,1989,9/28/1989,Pink,Adult,16
Sockeye Ck-Hugh Smit,1989,9/28/1989,Sockeye,Adult,0
Sockeye Ck-Hugh Smit,1989,9/29/1989,Coho,Adult,31
Sockeye Ck-Hugh Smit,1989,9/29/1989,Pink,Adult,22
Sockeye Ck-Hugh Smit,1989,9/29/1989,Sockeye,Adult,2
Sockeye Ck-Hugh Smit,1989,9/30/1989,Pink,Adult,22
Sockeye Ck-Hugh Smit,1989,9/30/1989,Sockeye,Adult,1
Sockeye Ck-Hugh Smit,1989,10/1/1989,Chum,Adult,2
Sockeye Ck-Hugh Smit,1989,10/1/1989,Pink,Adult,15
Sockeye Ck-Hugh Smit,1989,10/1/1989,Sockeye,Adult,0
Sockeye Ck-Hugh Smit,1989,10/2/1989,Coho,Adult,1
Sockeye Ck-Hugh Smit,1989,10/2/1989,Pink,Adult,17
Sockeye Ck-Hugh Smit,1989,10/2/1989,Sockeye,Adult,1
